Market,State,Issuer_Name,Plan_ID,Plan_Type,Metal_Level,Claims_Received,Claims_Denied,Appeals_Overturned_Rate,Denial_Rate
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0350085,PPO,Bronze Expanded,47838,17277,23.8%,36.1%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0350086,PPO,Bronze Expanded,75746,25331,23.8%,33.4%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0350097,PPO,Gold,24144,7489,23.8%,31.0%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0350106,PPO,Gold,7274,2750,23.8%,37.8%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0350107,PPO,Gold,66468,21444,23.8%,32.3%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0350108,PPO,Gold,34138,11908,23.8%,34.9%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0350109,PPO,Gold,153210,46949,23.8%,30.6%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0350118,PPO,Gold,19108,5924,23.8%,31.0%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0350127,PPO,Gold,5957,1842,23.8%,30.9%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0350128,PPO,Gold,77460,27389,23.8%,35.4%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0350129,PPO,Gold,37179,12890,23.8%,34.7%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0350130,PPO,Gold,166930,49754,23.8%,29.8%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0510057,HMO,Gold,6350,2325,23.8%,36.6%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0510060,HMO,Gold,10182,3647,23.8%,35.8%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0510063,HMO,Gold,1226,654,23.8%,53.3%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0510066,HMO,Gold,1820,804,23.8%,44.2%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0350069,PPO,Silver,67894,19304,23.8%,28.4%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0350087,PPO,Silver,17789,7072,23.8%,39.8%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0350088,PPO,Silver,89123,29028,23.8%,32.6%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0350089,PPO,Silver,94686,32095,23.8%,33.9%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0350090,PPO,Silver,399015,113043,23.8%,28.3%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0350115,PPO,Silver,145781,47770,23.8%,32.8%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0510058,HMO,Silver,9151,3283,23.8%,35.9%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0510061,HMO,Silver,14905,5636,23.8%,37.8%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0510064,HMO,Silver,2595,988,23.8%,38.1%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0510067,HMO,Silver,3141,1062,23.8%,33.8%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0510070,HMO,Silver,0,0,23.8%,0.0%
Individual,OK,Celtic Insurance Company,62505OK0120002,PPO,Bronze Expanded,65066,16962,34.8%,26.1%
Individual,OK,Celtic Insurance Company,62505OK0120006,PPO,Bronze Expanded,63012,16212,34.8%,25.7%
Individual,OK,Celtic Insurance Company,62505OK0120019,PPO,Bronze Expanded,61476,14328,34.8%,23.3%
Individual,OK,Celtic Insurance Company,62505OK0130002,PPO,Bronze Expanded,6011,1077,34.8%,17.9%
Individual,OK,Celtic Insurance Company,62505OK0130006,PPO,Bronze Expanded,5443,985,34.8%,18.1%
Individual,OK,Celtic Insurance Company,62505OK0120014,PPO,Gold,5833,1078,34.8%,18.5%
Individual,OK,Celtic Insurance Company,62505OK0120016,PPO,Gold,6143,1239,34.8%,20.2%
Individual,OK,Celtic Insurance Company,62505OK0120021,PPO,Gold,1847,437,34.8%,23.7%
Individual,OK,Celtic Insurance Company,62505OK0130014,PPO,Gold,3561,650,34.8%,18.3%
Individual,OK,Celtic Insurance Company,62505OK0130017,PPO,Gold,4288,989,34.8%,23.1%
Individual,OK,Celtic Insurance Company,62505OK0120012,PPO,Silver,140493,26395,34.8%,18.8%
Individual,OK,Celtic Insurance Company,62505OK0120020,PPO,Silver,115460,22274,34.8%,19.3%
Individual,OK,Celtic Insurance Company,62505OK0130012,PPO,Silver,40625,8017,34.8%,19.7%
Individual,OK,CommunityCare HMO Inc.,98905OK0130050,HMO,Bronze Expanded,37606,4269,48.6%,11.4%
Individual,OK,CommunityCare HMO Inc.,98905OK0130047,HMO,Gold,13975,1402,48.6%,10.0%
Individual,OK,CommunityCare HMO Inc.,98905OK0130048,HMO,Silver,49145,4926,48.6%,10.0%
Individual,OK,CommunityCare HMO Inc.,98905OK0130051,HMO,Silver,26615,2388,48.6%,9.0%
Individual,OK,Medica Insurance Company,21333OK0010041,PPO,Bronze Expanded,46279,19987,50.8%,43.2%
Individual,OK,Medica Insurance Company,21333OK0010051,PPO,Bronze Expanded,26002,9255,50.8%,35.6%
Individual,OK,Medica Insurance Company,21333OK0060051,PPO,Bronze Expanded,11732,4333,50.8%,36.9%
Individual,OK,Medica Insurance Company,21333OK0010013,PPO,Catastrophic,600,251,50.8%,41.8%
Individual,OK,Medica Insurance Company,21333OK0060013,PPO,Catastrophic,190,102,50.8%,53.7%
Individual,OK,Medica Insurance Company,21333OK0010045,PPO,Gold,24760,8948,50.8%,36.1%
Individual,OK,Medica Insurance Company,21333OK0010055,PPO,Gold,9770,3017,50.8%,30.9%
Individual,OK,Medica Insurance Company,21333OK0060045,PPO,Gold,8002,3274,50.8%,40.9%
Individual,OK,Medica Insurance Company,21333OK0060055,PPO,Gold,2913,1119,50.8%,38.4%
Individual,OK,Medica Insurance Company,21333OK0010057,PPO,Silver,110804,43789,50.8%,39.5%
Individual,OK,Medica Insurance Company,21333OK0060057,PPO,Silver,29156,12067,50.8%,41.4%
Individual,OK,Oscar Insurance Company,91908OK0010005,PPO,Bronze Expanded,26529,6111,39.3%,23.0%
Individual,OK,Oscar Insurance Company,91908OK0010024,PPO,Bronze Expanded,8848,1714,39.3%,19.4%
Individual,OK,Oscar Insurance Company,91908OK0010050,PPO,Bronze Expanded,4852,970,39.3%,20.0%
Individual,OK,Oscar Insurance Company,91908OK0010011,PPO,Catastrophic,64,26,39.3%,40.6%
Individual,OK,Oscar Insurance Company,91908OK0010053,PPO,Gold,12643,2662,39.3%,21.1%
Individual,OK,Oscar Insurance Company,91908OK0010025,PPO,Silver,92119,19696,39.3%,21.4%
Individual,OK,Oscar Insurance Company,91908OK0010030,PPO,Silver,11377,1996,39.3%,17.5%
Individual,OK,Oscar Insurance Company,91908OK0010045,PPO,Silver,4634,898,39.3%,19.4%
Individual,OK,Oscar Insurance Company,91908OK0010052,PPO,Silver,76935,17120,39.3%,22.3%
Individual,OK,"UnitedHealthcare of Oklahoma, Inc.",45480OK0050017,HMO,Bronze Expanded,42751,8948,28.3%,20.9%
Individual,OK,"UnitedHealthcare of Oklahoma, Inc.",45480OK0050030,HMO,Bronze Expanded,8271,1525,28.3%,18.4%
Individual,OK,"UnitedHealthcare of Oklahoma, Inc.",45480OK0050028,HMO,Gold,630,186,28.3%,29.5%
Individual,OK,"UnitedHealthcare of Oklahoma, Inc.",45480OK0050029,HMO,Silver,1717,267,28.3%,15.6%
Individual,OR,BridgeSpan Health Company,63474OR0600009,EPO,Bronze Expanded,4256,446,0.0%,10.5%
Individual,OR,BridgeSpan Health Company,63474OR0600007,EPO,Gold,2315,133,0.0%,5.7%
Individual,OR,BridgeSpan Health Company,63474OR0600010,EPO,Silver,3137,287,0.0%,9.1%
Individual,OR,Kaiser Foundation Healthplan of the NW,71287OR0420003,EPO,Silver,1436,88,43.1%,6.1%
Individual,OR,Kaiser Foundation Healthplan of the NW,71287OR0420011,EPO,Silver,2848,230,43.1%,8.1%
Individual,OR,Kaiser Foundation Healthplan of the NW,71287OR0420012,EPO,Silver,6108,436,43.1%,7.1%
Individual,OR,PacificSource Health Plans,10091OR0750002,PPO,Bronze Expanded,64560,1426,23.3%,2.2%
Individual,OR,PacificSource Health Plans,10091OR0750012,PPO,Bronze Expanded,84963,1678,23.3%,2.0%
Individual,OR,PacificSource Health Plans,10091OR0750014,PPO,Gold,64789,1481,23.3%,2.3%
Individual,OR,PacificSource Health Plans,10091OR0760001,PPO,Gold,76744,1780,23.3%,2.3%
Individual,OR,PacificSource Health Plans,10091OR0750004,PPO,Silver,32853,764,23.3%,2.3%
Individual,OR,PacificSource Health Plans,10091OR0750005,PPO,Silver,5468,109,23.3%,2.0%
Individual,OR,PacificSource Health Plans,10091OR0750013,PPO,Silver,107337,1934,23.3%,1.8%
Individual,OR,Providence Health Plan,56707OR1380010,EPO,Bronze Expanded,75818,1936,76.2%,2.6%
Individual,OR,Providence Health Plan,56707OR1400003,EPO,Bronze Expanded,58736,2836,76.2%,4.8%
Individual,OR,Providence Health Plan,56707OR1410003,EPO,Bronze Expanded,3702,215,76.2%,5.8%
Individual,OR,Providence Health Plan,56707OR1420003,EPO,Bronze Expanded,36998,1760,76.2%,4.8%
Individual,OR,Providence Health Plan,56707OR1430003,EPO,Bronze Expanded,2422,89,76.2%,3.7%
Individual,OR,Providence Health Plan,56707OR1320004,EPO,Gold,81832,3917,76.2%,4.8%
Individual,OR,Providence Health Plan,56707OR1350004,EPO,Gold,4482,158,76.2%,3.5%
Individual,OR,Providence Health Plan,56707OR1380008,EPO,Gold,48783,1245,76.2%,2.6%
Individual,OR,Providence Health Plan,56707OR1330004,EPO,Silver,98305,4658,76.2%,4.7%
Individual,OR,Providence Health Plan,56707OR1360004,EPO,Silver,7732,288,76.2%,3.7%
Individual,OR,Providence Health Plan,56707OR1380009,EPO,Silver,83248,2028,76.2%,2.4%
Individual,OR,Regence BlueCross BlueShield of Oregon,77969OR5280003,EPO,Bronze Expanded,28179,2595,14.3%,9.2%
Individual,OR,Regence BlueCross BlueShield of Oregon,77969OR5280010,EPO,Bronze Expanded,25294,2607,14.3%,10.3%
Individual,OR,Regence BlueCross BlueShield of Oregon,77969OR5290002,EPO,Bronze Expanded,75208,7259,14.3%,9.7%
Individual,OR,Regence BlueCross BlueShield of Oregon,77969OR5290009,EPO,Bronze Expanded,17971,1458,14.3%,8.1%
Individual,OR,Regence BlueCross BlueShield of Oregon,77969OR5290005,EPO,Gold,29141,2713,14.3%,9.3%
Individual,OR,Regence BlueCross BlueShield of Oregon,77969OR5290007,EPO,Gold,10823,849,14.3%,7.8%
Individual,OR,Regence BlueCross BlueShield of Oregon,77969OR5280021,EPO,Silver,123506,12342,14.3%,10.0%
Individual,OR,Regence BlueCross BlueShield of Oregon,77969OR5280022,EPO,Silver,36490,2978,14.3%,8.2%
Individual,OR,Regence BlueCross BlueShield of Oregon,77969OR5290001,EPO,Silver,36244,3490,14.3%,9.6%
Individual,OR,Regence BlueCross BlueShield of Oregon,77969OR5290008,EPO,Silver,6153,430,14.3%,7.0%
Individual,SC,"Absolute Total Care, Inc",79222SC0010011,HMO,Bronze Expanded,221095,36861,50.3%,16.7%
Individual,SC,"Absolute Total Care, Inc",79222SC0010022,HMO,Bronze Expanded,257109,41844,50.3%,16.3%
Individual,SC,"Absolute Total Care, Inc",79222SC0010031,HMO,Bronze Expanded,76959,12654,50.3%,16.4%
Individual,SC,"Absolute Total Care, Inc",79222SC0020011,HMO,Bronze Expanded,33223,4510,50.3%,13.6%
Individual,SC,"Absolute Total Care, Inc",79222SC0020022,HMO,Bronze Expanded,23525,3370,50.3%,14.3%
Individual,SC,"Absolute Total Care, Inc",79222SC0010026,HMO,Gold,27667,4038,50.3%,14.6%
Individual,SC,"Absolute Total Care, Inc",79222SC0010029,HMO,Gold,16088,2183,50.3%,13.6%
Individual,SC,"Absolute Total Care, Inc",79222SC0010033,HMO,Gold,9577,1607,50.3%,16.8%
Individual,SC,"Absolute Total Care, Inc",79222SC0020026,HMO,Gold,20475,3102,50.3%,15.2%
Individual,SC,"Absolute Total Care, Inc",79222SC0020030,HMO,Gold,11733,1707,50.3%,14.5%
Individual,SC,"Absolute Total Care, Inc",79222SC0010023,HMO,Silver,215799,32966,50.3%,15.3%
Individual,SC,"Absolute Total Care, Inc",79222SC0010025,HMO,Silver,374222,49868,50.3%,13.3%
Individual,SC,"Absolute Total Care, Inc",79222SC0010032,HMO,Silver,1592107,226309,50.3%,14.2%
Individual,SC,"Absolute Total Care, Inc",79222SC0020025,HMO,Silver,180017,26414,50.3%,14.7%
Individual,SC,Blue Cross and Blue Shield of South Carolina,26065SC0380013,EPO,Bronze Expanded,2816057,611040,40.7%,21.7%
Individual,SC,Blue Cross and Blue Shield of South Carolina,26065SC0380047,EPO,Bronze Expanded,2277038,484867,40.7%,21.3%
Individual,SC,Blue Cross and Blue Shield of South Carolina,26065SC0670003,EPO,Bronze Expanded,32506,7207,40.7%,22.2%
Individual,SC,Blue Cross and Blue Shield of South Carolina,26065SC0690003,EPO,Bronze Expanded,60903,10781,40.7%,17.7%
Individual,SC,Blue Cross and Blue Shield of South Carolina,26065SC0390001,EPO,Catastrophic,37956,10545,40.7%,27.8%
Individual,SC,Blue Cross and Blue Shield of South Carolina,26065SC0380001,EPO,Gold,506496,101128,40.7%,20.0%
Individual,SC,Blue Cross and Blue Shield of South Carolina,26065SC0380048,EPO,Gold,226285,48767,40.7%,21.6%
Individual,SC,Blue Cross and Blue Shield of South Carolina,26065SC0670001,EPO,Gold,6695,966,40.7%,14.4%
Individual,SC,Blue Cross and Blue Shield of South Carolina,26065SC0690001,EPO,Gold,22523,4675,40.7%,20.8%
Individual,SC,Blue Cross and Blue Shield of South Carolina,26065SC0380023,EPO,Silver,1985073,395850,40.7%,19.9%
Individual,SC,Blue Cross and Blue Shield of South Carolina,26065SC0380050,EPO,Silver,147342,29513,40.7%,20.0%
Individual,SC,Blue Cross and Blue Shield of South Carolina,26065SC0670002,EPO,Silver,66208,13034,40.7%,19.7%
Individual,SC,Blue Cross and Blue Shield of South Carolina,26065SC0690002,EPO,Silver,200168,41546,40.7%,20.8%
Individual,SC,"MOLINA HEALTHCARE OF SOUTH CAROLINA, INC",42326SC0010001,HMO,Gold,7375,1977,45.6%,26.8%
Individual,SC,"MOLINA HEALTHCARE OF SOUTH CAROLINA, INC",42326SC0010008,HMO,Gold,5346,1572,45.6%,29.4%
Individual,SC,"MOLINA HEALTHCARE OF SOUTH CAROLINA, INC",42326SC0020001,HMO,Gold,5237,1409,45.6%,26.9%
Individual,SC,"MOLINA HEALTHCARE OF SOUTH CAROLINA, INC",42326SC0010002,HMO,Silver,461576,112353,45.6%,24.3%
Individual,SC,"MOLINA HEALTHCARE OF SOUTH CAROLINA, INC",42326SC0010009,HMO,Silver,311273,81611,45.6%,26.2%
Individual,SC,"MOLINA HEALTHCARE OF SOUTH CAROLINA, INC",42326SC0020002,HMO,Silver,78516,18887,45.6%,24.1%
Individual,SC,Select Health of South Carolina,73107SC0010001,HMO,Bronze,8633,5047,0.0%,58.5%
Individual,SC,Select Health of South Carolina,73107SC0010002,HMO,Bronze Expanded,2724,1332,0.0%,48.9%
Individual,SC,Select Health of South Carolina,73107SC0010004,HMO,Gold,965,489,0.0%,50.7%
Individual,SC,Select Health of South Carolina,73107SC0010003,HMO,Silver,49024,19388,0.0%,39.5%
Individual,SD,"Avera Health Plans, Inc.",60536SD0020023,PPO,Bronze Expanded,43170,581,54.7%,1.3%
Individual,SD,"Avera Health Plans, Inc.",60536SD0020024,PPO,Bronze Expanded,39607,466,54.7%,1.2%
Individual,SD,"Avera Health Plans, Inc.",60536SD0020046,PPO,Bronze Expanded,7155,248,54.7%,3.5%
Individual,SD,"Avera Health Plans, Inc.",60536SD0020047,PPO,Bronze Expanded,4933,118,54.7%,2.4%
Individual,SD,"Avera Health Plans, Inc.",60536SD0060014,HMO,Bronze Expanded,19392,217,54.7%,1.1%
Individual,SD,"Avera Health Plans, Inc.",60536SD0060015,HMO,Bronze Expanded,8488,91,54.7%,1.1%
Individual,SD,"Avera Health Plans, Inc.",60536SD0020018,PPO,Catastrophic,768,12,54.7%,1.6%
Individual,SD,"Avera Health Plans, Inc.",60536SD0020007,PPO,Gold,8165,94,54.7%,1.2%
Individual,SD,"Avera Health Plans, Inc.",60536SD0020051,PPO,Gold,842,21,54.7%,2.5%
Individual,SD,"Avera Health Plans, Inc.",60536SD0020057,PPO,Gold,435,15,54.7%,3.4%
Individual,SD,"Avera Health Plans, Inc.",60536SD0060017,HMO,Gold,1308,14,54.7%,1.1%
Individual,SD,"Avera Health Plans, Inc.",60536SD0020022,PPO,Silver,48154,760,54.7%,1.6%
Individual,SD,"Avera Health Plans, Inc.",60536SD0020039,PPO,Silver,43092,587,54.7%,1.4%
Individual,SD,"Avera Health Plans, Inc.",60536SD0020043,PPO,Silver,1577,37,54.7%,2.3%
Individual,SD,"Avera Health Plans, Inc.",60536SD0020045,PPO,Silver,2260,55,54.7%,2.4%
Individual,SD,"Avera Health Plans, Inc.",60536SD0020052,PPO,Silver,72448,1122,54.7%,1.5%
Individual,SD,"Avera Health Plans, Inc.",60536SD0020058,PPO,Silver,3634,119,54.7%,3.3%
Individual,SD,"Avera Health Plans, Inc.",60536SD0060013,HMO,Silver,22124,333,54.7%,1.5%
Individual,SD,"Avera Health Plans, Inc.",60536SD0060018,HMO,Silver,31178,361,54.7%,1.2%
Individual,SD,Sanford Health Plan,31195SD0080007,HMO,Bronze Expanded,53218,2276,65.5%,4.3%
Individual,SD,Sanford Health Plan,31195SD0080009,HMO,Bronze Expanded,16959,595,65.5%,3.5%
Individual,SD,Sanford Health Plan,31195SD0080026,HMO,Bronze Expanded,5985,219,65.5%,3.7%
Individual,SD,Sanford Health Plan,31195SD0110006,PPO,Bronze Expanded,42631,2790,65.5%,6.5%
Individual,SD,Sanford Health Plan,31195SD0110007,PPO,Bronze Expanded,85047,5800,65.5%,6.8%
Individual,SD,Sanford Health Plan,31195SD0110016,PPO,Bronze Expanded,12609,835,65.5%,6.6%
Individual,SD,Sanford Health Plan,31195SD0080015,HMO,Catastrophic,2134,101,65.5%,4.7%
Individual,SD,Sanford Health Plan,31195SD0110009,PPO,Catastrophic,1915,73,65.5%,3.8%
Individual,SD,Sanford Health Plan,31195SD0080018,HMO,Gold,40616,879,65.5%,2.2%
Individual,SD,Sanford Health Plan,31195SD0080028,HMO,Gold,7930,196,65.5%,2.5%
Individual,SD,Sanford Health Plan,31195SD0110001,PPO,Gold,48625,2461,65.5%,5.1%
Individual,SD,Sanford Health Plan,31195SD0110018,PPO,Gold,6492,309,65.5%,4.8%
Individual,SD,Sanford Health Plan,31195SD0080008,HMO,Silver,69195,1968,65.5%,2.8%
Individual,SD,Sanford Health Plan,31195SD0080016,HMO,Silver,41080,1656,65.5%,4.0%
Individual,SD,Sanford Health Plan,31195SD0080027,HMO,Silver,9678,344,65.5%,3.6%
Individual,SD,Sanford Health Plan,31195SD0110003,PPO,Silver,10295,708,65.5%,6.9%
Individual,SD,Sanford Health Plan,31195SD0110005,PPO,Silver,125113,7348,65.5%,5.9%
Individual,SD,Sanford Health Plan,31195SD0110017,PPO,Silver,8198,450,65.5%,5.5%
Individual,SD,Wellmark of South Dakota,50305SD0310001,EPO,Bronze Expanded,13946,1947,47.6%,14.0%
Individual,SD,Wellmark of South Dakota,50305SD0310002,EPO,Bronze Expanded,28167,4539,47.6%,16.1%
Individual,SD,Wellmark of South Dakota,50305SD0310005,EPO,Bronze Expanded,39837,5754,47.6%,14.4%
Individual,SD,Wellmark of South Dakota,50305SD0310004,EPO,Gold,31148,4846,47.6%,15.6%
Individual,SD,Wellmark of South Dakota,50305SD0310007,EPO,Gold,56856,8146,47.6%,14.3%
Individual,SD,Wellmark of South Dakota,50305SD0310003,EPO,Silver,66680,10822,47.6%,16.2%
Individual,SD,Wellmark of South Dakota,50305SD0310006,EPO,Silver,55254,9091,47.6%,16.5%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400091,EPO,Bronze,14444,2235,33.3%,15.5%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400097,EPO,Bronze,16279,2552,33.3%,15.7%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400239,EPO,Bronze,8926,2380,33.3%,26.7%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400240,EPO,Bronze,7001,1511,33.3%,21.6%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400001,EPO,Bronze Expanded,88603,13898,33.3%,15.7%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400005,EPO,Bronze Expanded,96081,16053,33.3%,16.7%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400241,EPO,Bronze Expanded,30074,5664,33.3%,18.8%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400242,EPO,Bronze Expanded,37517,7074,33.3%,18.9%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400243,EPO,Bronze Expanded,21177,3982,33.3%,18.8%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400244,EPO,Bronze Expanded,13530,2508,33.3%,18.5%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400245,EPO,Bronze Expanded,20722,4290,33.3%,20.7%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400246,EPO,Bronze Expanded,11285,2026,33.3%,18.0%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400247,EPO,Bronze Expanded,43320,8715,33.3%,20.1%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400248,EPO,Bronze Expanded,34111,6335,33.3%,18.6%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400253,EPO,Bronze Expanded,15015,4311,33.3%,28.7%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400254,EPO,Bronze Expanded,15079,3465,33.3%,23.0%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400200,EPO,Gold,13259,2323,33.3%,17.5%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400201,EPO,Gold,38469,6726,33.3%,17.5%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400202,EPO,Gold,18238,4289,33.3%,23.5%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400203,EPO,Gold,7126,1762,33.3%,24.7%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400204,EPO,Gold,13013,2365,33.3%,18.2%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400205,EPO,Gold,10681,2183,33.3%,20.4%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400222,EPO,Gold,1676,298,33.3%,17.8%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400223,EPO,Gold,3924,791,33.3%,20.2%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400224,EPO,Gold,3239,671,33.3%,20.7%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400225,EPO,Gold,2897,583,33.3%,20.1%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400226,EPO,Gold,1676,413,33.3%,24.6%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400227,EPO,Gold,1294,236,33.3%,18.2%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400228,EPO,Gold,1496,231,33.3%,15.4%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400229,EPO,Gold,2313,416,33.3%,18.0%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400234,EPO,Gold,1190,376,33.3%,31.6%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400235,EPO,Gold,886,201,33.3%,22.7%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400188,EPO,Silver,11880,1778,33.3%,15.0%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400194,EPO,Silver,14588,2281,33.3%,15.6%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400255,EPO,Silver,4004,1230,33.3%,30.7%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400256,EPO,Silver,8673,1824,33.3%,21.0%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400257,EPO,Silver,30174,5797,33.3%,19.2%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400258,EPO,Silver,33044,6880,33.3%,20.8%
Individual,TN,BlueCross BlueShield of Tennessee,14002TN0400259,EPO,Silver,21304,4600,33.3%,21.6%
