Individual Marketplace Medical Qualified Health Plans (QHPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Legend 
*                              Data not available for this issuer/plan
Individual,SPE,IA,Delta Dental of Iowa,63366,No,Yes,63366IA0020001,Returning,PPO,SADP,High,https://www.deltadentalia.com/aca/aptc/,260,26693,103,5078,**,222,17,**,**,**,**,**,73,10844,15,1932,**,104,**,**,1064,**,20,49,**,**,865,2267,379
Individual,SPE,IA,Delta Dental of Iowa,63366,No,Yes,63366IA0020002,Returning,PPO,SADP,High,https://www.deltadentalia.com/aca/aptc/,260,26693,103,5078,**,222,17,**,**,**,**,**,126,12658,76,2540,**,72,**,**,2167,**,27,87,**,**,385,3345,641
Individual,SPE,IA,Delta Dental of Iowa,63366,No,Yes,63366IA0020006,Returning,PPO,SADP,High,https://www.deltadentalia.com/aca/aptc/,260,26693,103,5078,**,222,17,**,**,**,**,**,61,3191,12,606,**,46,**,**,385,**,**,**,**,**,266,633,107
Individual,SPE,MI,UnitedHealthcare Insurance Company,63631,Yes,Yes,63631MI0130001,New,EPO,SADP,High,https://www.solsticecare.com/claimsFaq.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,MI,UnitedHealthcare Insurance Company,63631,Yes,Yes,63631MI0140001,New,PPO,SADP,High,https://www.solsticecare.com/claimsFaq.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,KS,BEST Life and Health Insurance Company,63790,No,Yes,63790KS0020003,Returning,PPO,SADP,High,https://www.bestlife.com/ks/index.html,97,184,35,71,**,**,**,**,**,**,**,**,42,64,19,21,**,**,**,**,40,**,**,**,**,**,**,659,134
Individual,SPE,KS,BEST Life and Health Insurance Company,63790,No,Yes,63790KS0020006,Returning,PPO,SADP,Low,https://www.bestlife.com/ks/index.html,97,184,35,71,**,**,**,**,**,**,**,**,32,62,**,22,**,**,**,**,32,**,**,**,**,**,**,1100,216
Individual,SPE,KS,BEST Life and Health Insurance Company,63790,No,Yes,63790KS0020007,New,PPO,SADP,High,https://www.bestlife.com/ks/index.html,97,184,35,71,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,KS,BEST Life and Health Insurance Company,63790,No,Yes,63790KS0020008,New,PPO,SADP,Low,https://www.bestlife.com/ks/index.html,97,184,35,71,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,WI,"Dominion Dental Services, Inc.",65736,Yes,Yes,65736WI0020001,New,PPO,SADP,Low,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/74db946e-43a9-454d-a02b-27859938f5e8/PY2023+Transparency+in+Coverage+Policy_Final.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_4G00HA41L84V20QEHJUBR820G1-74db946e-43a9-454d-a02b-27859938f5e8-ow5N870,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,WI,"Dominion Dental Services, Inc.",65736,Yes,Yes,65736WI0020002,New,PPO,SADP,High,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/74db946e-43a9-454d-a02b-27859938f5e8/PY2023+Transparency+in+Coverage+Policy_Final.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_4G00HA41L84V20QEHJUBR820G1-74db946e-43a9-454d-a02b-27859938f5e8-ow5N870,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,WI,"Dominion Dental Services, Inc.",65736,Yes,Yes,65736WI0020003,New,PPO,SADP,Low,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/74db946e-43a9-454d-a02b-27859938f5e8/PY2023+Transparency+in+Coverage+Policy_Final.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_4G00HA41L84V20QEHJUBR820G1-74db946e-43a9-454d-a02b-27859938f5e8-ow5N870,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,WI,"Dominion Dental Services, Inc.",65736,Yes,Yes,65736WI0020004,New,PPO,SADP,Low,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/74db946e-43a9-454d-a02b-27859938f5e8/PY2023+Transparency+in+Coverage+Policy_Final.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_4G00HA41L84V20QEHJUBR820G1-74db946e-43a9-454d-a02b-27859938f5e8-ow5N870,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,WI,"Dominion Dental Services, Inc.",65736,Yes,Yes,65736WI0020005,New,PPO,SADP,Low,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/74db946e-43a9-454d-a02b-27859938f5e8/PY2023+Transparency+in+Coverage+Policy_Final.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_4G00HA41L84V20QEHJUBR820G1-74db946e-43a9-454d-a02b-27859938f5e8-ow5N870,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,WI,"Dominion Dental Services, Inc.",65736,Yes,Yes,65736WI0020006,New,PPO,SADP,High,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/74db946e-43a9-454d-a02b-27859938f5e8/PY2023+Transparency+in+Coverage+Policy_Final.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_4G00HA41L84V20QEHJUBR820G1-74db946e-43a9-454d-a02b-27859938f5e8-ow5N870,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,AZ,Humana Insurance Company,66105,No,Yes,66105AZ0620002,Returning,PPO,SADP,Low,https://www.humana.com/member/plain-language-policy,1615,15602,481,4326,34,214,**,**,**,**,**,**,539,5608,144,1674,12,71,**,381,1556,**,14,407,**,**,239,1137,210
Individual,FFE,AZ,Humana Insurance Company,66105,No,Yes,66105AZ0620003,Returning,PPO,SADP,High,https://www.humana.com/member/plain-language-policy,1615,15602,481,4326,34,214,**,**,**,**,**,**,1076,9994,337,2652,22,143,**,552,2279,**,167,617,**,**,594,1600,267
Individual,SPE,MI,Guardian Life Insurance Company of America,66587,No,Yes,66587MI0070006,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,1759,3315,1198,1330,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,MI,Guardian Life Insurance Company of America,66587,No,Yes,66587MI0080005,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,1759,3315,1198,1330,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,MI,Guardian Life Insurance Company of America,66587,No,Yes,66587MI0090004,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,1759,3315,1198,1330,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,"Dominion Dental Services, Inc.",66759,No,Yes,66759NC0010001,Returning,PPO,SADP,Low,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/74db946e-43a9-454d-a02b-27859938f5e8/PY2023+Transparency+in+Coverage+Policy_Final.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_4G00HA41L84V20QEHJUBR820G1-74db946e-43a9-454d-a02b-27859938f5e8-ow5N870,4459,7406,1247,1753,73,413,**,**,**,**,**,**,605,1183,150,314,**,53,**,**,158,22,**,**,**,86,196,336,121
Individual,FFE,NC,"Dominion Dental Services, Inc.",66759,No,Yes,66759NC0010002,Returning,PPO,SADP,High,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/74db946e-43a9-454d-a02b-27859938f5e8/PY2023+Transparency+in+Coverage+Policy_Final.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_4G00HA41L84V20QEHJUBR820G1-74db946e-43a9-454d-a02b-27859938f5e8-ow5N870,4459,7406,1247,1753,73,413,**,**,**,**,**,**,490,613,148,166,**,24,**,**,87,17,**,17,**,87,105,147,56
Individual,FFE,NC,"Dominion Dental Services, Inc.",66759,No,Yes,66759NC0010003,Returning,PPO,SADP,Low,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/74db946e-43a9-454d-a02b-27859938f5e8/PY2023+Transparency+in+Coverage+Policy_Final.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_4G00HA41L84V20QEHJUBR820G1-74db946e-43a9-454d-a02b-27859938f5e8-ow5N870,4459,7406,1247,1753,73,413,**,**,**,**,**,**,673,1213,184,278,**,14,**,**,179,**,**,**,**,90,182,373,134
Individual,FFE,NC,"Dominion Dental Services, Inc.",66759,No,Yes,66759NC0010004,Returning,PPO,SADP,Low,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/74db946e-43a9-454d-a02b-27859938f5e8/PY2023+Transparency+in+Coverage+Policy_Final.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_4G00HA41L84V20QEHJUBR820G1-74db946e-43a9-454d-a02b-27859938f5e8-ow5N870,4459,7406,1247,1753,73,413,**,**,**,**,**,**,2542,4360,750,990,69,306,**,**,1358,**,**,24,**,355,**,2315,849
Individual,FFE,NC,"Dominion Dental Services, Inc.",66759,No,Yes,66759NC0010005,Returning,PPO,SADP,Low,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/74db946e-43a9-454d-a02b-27859938f5e8/PY2023+Transparency+in+Coverage+Policy_Final.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_4G00HA41L84V20QEHJUBR820G1-74db946e-43a9-454d-a02b-27859938f5e8-ow5N870,4459,7406,1247,1753,73,413,**,**,**,**,**,**,98,37,13,**,**,16,**,**,**,**,**,**,**,14,**,45,19
Individual,FFE,NC,"Dominion Dental Services, Inc.",66759,No,Yes,66759NC0010006,Returning,PPO,SADP,High,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/74db946e-43a9-454d-a02b-27859938f5e8/PY2023+Transparency+in+Coverage+Policy_Final.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_4G00HA41L84V20QEHJUBR820G1-74db946e-43a9-454d-a02b-27859938f5e8-ow5N870,4459,7406,1247,1753,73,413,**,**,**,**,**,**,51,**,**,**,**,**,**,**,**,**,**,**,**,**,**,49,**
Individual,SPE,DE,"Dominion Dental Services, Inc.",67775,No,Yes,67775DE0010003,Returning,HMO,SADP,Low,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/a166049e-f578-4b90-8fda-60f3bf81a047/PY2025+Transparency+in+Coverage+Policy.pdf?MOD=AJPERES&CVID=o.a6Vwe,954,2553,214,517,**,15,**,**,**,**,**,**,**,26,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Individual,SPE,DE,"Dominion Dental Services, Inc.",67775,No,Yes,67775DE0010004,Returning,HMO,SADP,Low,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/a166049e-f578-4b90-8fda-60f3bf81a047/PY2025+Transparency+in+Coverage+Policy.pdf?MOD=AJPERES&CVID=o.a6Vwe,954,2553,214,517,**,15,**,**,**,**,**,**,**,447,**,29,**,**,**,**,26,**,**,**,**,**,**,198,59
Individual,SPE,DE,"Dominion Dental Services, Inc.",67775,No,Yes,67775DE0010005,Returning,HMO,SADP,High,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/a166049e-f578-4b90-8fda-60f3bf81a047/PY2025+Transparency+in+Coverage+Policy.pdf?MOD=AJPERES&CVID=o.a6Vwe,954,2553,214,517,**,15,**,**,**,**,**,**,**,12,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Individual,SPE,DE,"Dominion Dental Services, Inc.",67775,No,Yes,67775DE0010006,Returning,HMO,SADP,High,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/a166049e-f578-4b90-8fda-60f3bf81a047/PY2025+Transparency+in+Coverage+Policy.pdf?MOD=AJPERES&CVID=o.a6Vwe,954,2553,214,517,**,15,**,**,**,**,**,**,**,286,**,56,**,**,**,**,56,**,**,**,**,**,**,76,20
Individual,SPE,DE,"Dominion Dental Services, Inc.",67775,No,Yes,67775DE0020003,Returning,PPO,SADP,High,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/a166049e-f578-4b90-8fda-60f3bf81a047/PY2025+Transparency+in+Coverage+Policy.pdf?MOD=AJPERES&CVID=o.a6Vwe,954,2553,214,517,**,15,**,**,**,**,**,**,**,23,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Individual,SPE,DE,"Dominion Dental Services, Inc.",67775,No,Yes,67775DE0020004,Returning,PPO,SADP,Low,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/a166049e-f578-4b90-8fda-60f3bf81a047/PY2025+Transparency+in+Coverage+Policy.pdf?MOD=AJPERES&CVID=o.a6Vwe,954,2553,214,517,**,15,**,**,**,**,**,**,126,166,19,52,**,15,**,**,33,**,**,**,**,**,27,80,18
Individual,SPE,DE,"Dominion Dental Services, Inc.",67775,No,Yes,67775DE0020005,Returning,PPO,SADP,Low,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/a166049e-f578-4b90-8fda-60f3bf81a047/PY2025+Transparency+in+Coverage+Policy.pdf?MOD=AJPERES&CVID=o.a6Vwe,954,2553,214,517,**,15,**,**,**,**,**,**,**,18,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Individual,SPE,DE,"Dominion Dental Services, Inc.",67775,No,Yes,67775DE0020006,Returning,PPO,SADP,High,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/a166049e-f578-4b90-8fda-60f3bf81a047/PY2025+Transparency+in+Coverage+Policy.pdf?MOD=AJPERES&CVID=o.a6Vwe,954,2553,214,517,**,15,**,**,**,**,**,**,271,735,52,179,**,**,**,**,76,19,**,**,**,46,89,179,31
Individual,SPE,DE,"Dominion Dental Services, Inc.",67775,No,Yes,67775DE0020007,Returning,PPO,SADP,Low,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/a166049e-f578-4b90-8fda-60f3bf81a047/PY2025+Transparency+in+Coverage+Policy.pdf?MOD=AJPERES&CVID=o.a6Vwe,954,2553,214,517,**,15,**,**,**,**,**,**,210,340,39,50,**,**,**,**,52,**,**,**,**,**,23,134,39
Individual,SPE,DE,"Dominion Dental Services, Inc.",67775,No,Yes,67775DE0020008,Returning,PPO,SADP,Low,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/a166049e-f578-4b90-8fda-60f3bf81a047/PY2025+Transparency+in+Coverage+Policy.pdf?MOD=AJPERES&CVID=o.a6Vwe,954,2553,214,517,**,15,**,**,**,**,**,**,338,500,102,135,**,**,**,**,213,**,**,**,**,23,**,280,68
Individual,SPE,OH,The Guardian Life Insurance Company,68158,No,Yes,68158OH0190004,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,1084,3144,802,1291,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,OH,The Guardian Life Insurance Company,68158,No,Yes,68158OH0200004,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,1084,3144,802,1291,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,OH,The Guardian Life Insurance Company,68158,No,Yes,68158OH0210004,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,1084,3144,802,1291,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,OH,The Guardian Life Insurance Company,68158,No,Yes,68158OH0220003,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,1084,3144,802,1291,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Humana Insurance Company,68303,No,Yes,68303IL0700001,New,PPO,SADP,Low,https://www.humana.com/member/plain-language-policy,9368,35506,2580,8904,206,420,14,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Humana Insurance Company,68303,No,Yes,68303IL0700002,New,PPO,SADP,High,https://www.humana.com/member/plain-language-policy,9368,35506,2580,8904,206,420,14,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Humana Insurance Company,68303,No,Yes,68303IL0700003,New,PPO,SADP,Low,https://www.humana.com/member/plain-language-policy,9368,35506,2580,8904,206,420,14,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,OR,Dentegra Insurance Company,68420,No,Yes,68420OR0010007,Returning,PPO,SADP,Low,https://www.dentegra.com/how-marketplace-plans-work,1746,2972,63,1337,192,151,**,**,**,**,**,**,1123,2236,**,956,122,106,63,513,392,**,26,43,**,18,52,538,127
Individual,SBE-FP,OR,Dentegra Insurance Company,68420,No,Yes,68420OR0010008,Returning,PPO,SADP,High,https://www.dentegra.com/how-marketplace-plans-work,1746,2972,63,1337,192,151,**,**,**,**,**,**,623,736,**,381,70,45,**,234,181,**,13,**,**,11,**,216,37
Individual,FFE,WI,Companion Life Insurance Company,69380,Yes,Yes,69380WI0040001,New,PPO,SADP,High,https://emihealth.com/Policies/WisconsinDental,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,WI,Companion Life Insurance Company,69380,Yes,Yes,69380WI0040002,New,PPO,SADP,Low,https://emihealth.com/Policies/WisconsinDental,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,WI,Companion Life Insurance Company,69380,Yes,Yes,69380WI0040003,New,PPO,SADP,Low,https://emihealth.com/Policies/WisconsinDental,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,WI,Companion Life Insurance Company,69380,Yes,Yes,69380WI0040004,New,PPO,SADP,Low,https://emihealth.com/Policies/WisconsinDental,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,TN,UnitedHealthcare Insurance Company,69443,No,No,69443TN0190001,New,EPO,SADP,High,https://www.uhc.com/transparency,150528,1096200,102716,333027,18887,139158,1109,423,38.1,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,TN,UnitedHealthcare Insurance Company,69443,No,No,69443TN0200001,New,PPO,SADP,High,https://www.uhc.com/transparency,150528,1096200,102716,333027,18887,139158,1109,423,38.1,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,WI,Guardian Life Insurance Company of America,69589,No,Yes,69589WI0070005,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,919,2281,641,849,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,WI,Guardian Life Insurance Company of America,69589,No,Yes,69589WI0080005,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,919,2281,641,849,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,WI,Guardian Life Insurance Company of America,69589,No,Yes,69589WI0090005,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,919,2281,641,849,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,WI,Guardian Life Insurance Company of America,69589,No,Yes,69589WI0100003,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,919,2281,641,849,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,OH,"Dominion Dental Services, Inc.",70455,Yes,Yes,70455OH0010002,New,PPO,SADP,High,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/74db946e-43a9-454d-a02b-27859938f5e8/PY2021+Transparency+in+Coverage+Policy_Final.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_4G00HA41L84V20QEHJUBR820G1-74db946e-43a9-454d-a02b-27859938f5e8-ngww8uL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,OH,"Dominion Dental Services, Inc.",70455,Yes,Yes,70455OH0010003,New,PPO,SADP,Low,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/74db946e-43a9-454d-a02b-27859938f5e8/PY2021+Transparency+in+Coverage+Policy_Final.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_4G00HA41L84V20QEHJUBR820G1-74db946e-43a9-454d-a02b-27859938f5e8-ngww8uL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,OH,"Dominion Dental Services, Inc.",70455,Yes,Yes,70455OH0010004,New,PPO,SADP,Low,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/74db946e-43a9-454d-a02b-27859938f5e8/PY2021+Transparency+in+Coverage+Policy_Final.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_4G00HA41L84V20QEHJUBR820G1-74db946e-43a9-454d-a02b-27859938f5e8-ngww8uL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,OH,"Dominion Dental Services, Inc.",70455,Yes,Yes,70455OH0010005,New,PPO,SADP,Low,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/74db946e-43a9-454d-a02b-27859938f5e8/PY2021+Transparency+in+Coverage+Policy_Final.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_4G00HA41L84V20QEHJUBR820G1-74db946e-43a9-454d-a02b-27859938f5e8-ngww8uL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
